po_number,po_item,company_code,plant,creation_date,cost_center_wbs,func_area,func_area_txt
4805000333,50,1000,4100,20220524,1032684,32,Supply Chain
4509000148,60,3000,1000,20261201,1027376,27,Manufacturing Support
4805000334,30,3000,1031,20190409,1014006,14,SS Facility Mgt
4805000335,60,2000,10M2,20200514,1028117,28,SS Global Procurement
4805000336,10,1000,10M1,20210113,1020228,20,Legal
4805000336,40,4100,1000,20250706,1020339,20,Legal
4509000150,30,4100,1031,20250803,1030561,30,Digitization
4805000338,20,2000,2100,20200221,1012561,12,Information Technology
4805000339,50,1000,1033,20180924,1032672,32,Supply Chain
4805000339,80,4100,10M2,20261228,1032783,32,Supply Chain
4805000340,30,3000,10M2,20191015,1010894,10,Finance
4509000151,80,1000,1031,20170718,1012746,12,Information Technology
4805000342,10,1000,2100,20210924,1030216,30,Digitization
4805000342,40,4100,1033,20201226,1010327,10,Finance
4805000343,70,3000,1031,20220416,1025438,25,Human Resources
4805000344,20,2000,3200,20231108,1028549,28,SS Global Procurement
4509000153,50,2000,10M2,20170917,1012031,12,Information Technology
4805000345,80,4100,10M2,20230302,1020771,20,Legal
4805000346,30,3000,1100,20240912,1012882,12,Information Technology
4805000347,60,2000,1033,20200715,1023093,23,Corporate Affairs
4805000348,10,1000,10M1,20191203,1017204,17,Technology & Innovation
4509000155,20,3000,1033,20170821,1025216,25,Human Resources
4805000349,70,3000,10M2,20260225,1030426,30,Digitization
4805000350,20,2000,2100,20190222,1014537,14,SS Facility Mgt
4805000351,50,1000,2100,20220313,1027648,27,Manufacturing Support
4805000351,80,4100,1100,20250819,1027759,27,Manufacturing Support
4509000156,70,4100,3200,20181216,1020401,20,Legal
4805000353,60,2000,10M2,20200106,1017081,17,Technology & Innovation
4805000354,10,1000,10M1,20260718,1030192,30,Digitization
4805000354,40,4100,3200,20250619,1012303,12,Information Technology
4805000355,70,3000,1033,20260323,1027414,27,Manufacturing Support
4509000158,40,1000,1000,20190822,1032586,32,Supply Chain
4805000357,50,1000,1031,20191215,1028636,28,SS Global Procurement
4805000357,80,4100,1000,20200209,1015747,15,EHSS
4805000358,30,3000,4100,20190525,1032858,32,Supply Chain
4805000359,60,2000,4100,20260304,1032069,32,Supply Chain
4509000160,10,2000,3200,20250706,1014771,14,SS Facility Mgt
4805000360,40,4100,1100,20180920,1027291,27,Manufacturing Support
4805000361,70,3000,1033,20250109,1012402,12,Information Technology
4805000362,20,2000,1000,20230208,1025513,25,Human Resources
4805000363,50,1000,1033,20250211,1012624,12,Information Technology
4509000161,60,3000,4100,20180211,1028056,28,SS Global Procurement
4805000364,30,3000,3200,20211121,1015846,15,EHSS
4805000365,60,2000,10M1,20221213,1032057,32,Supply Chain
4805000366,10,1000,1033,20230223,1023168,23,Corporate Affairs
4805000366,40,4100,1000,20171214,1015279,15,EHSS
4509000163,30,4100,1033,20170324,1015241,15,EHSS
4805000368,20,2000,2100,20250719,1035501,35,Sales & Marketing
4805000369,50,1000,1100,20200801,1025612,25,Human Resources
4805000369,80,4100,1033,20250301,1028723,28,SS Global Procurement
4805000370,30,3000,1031,20191026,1027834,27,Manufacturing Support
4509000165,80,1000,4100,20260901,1023426,23,Corporate Affairs
4805000372,10,1000,3200,20170527,1035156,35,Sales & Marketing
4805000372,40,4100,1100,20250502,1020267,20,Legal
4805000373,70,3000,4100,20221109,1010759,28,SS Global Procurement
4805000374,20,2000,3200,20180715,1015489,15,EHSS
4509000166,50,2000,1100,20260705,1015611,15,EHSS
4805000375,80,4100,1033,20240703,1010711,10,Finance
4805000376,30,3000,2100,20181224,1027822,27,Manufacturing Support
4805000377,60,2000,1031,20190328,1017033,17,Technology & Innovation
4805000378,10,1000,1100,20180514,1035144,35,Sales & Marketing
4509000168,20,3000,1031,20170928,1027796,27,Manufacturing Support
4805000379,70,3000,1000,20220306,1012366,12,Information Technology
4805000380,20,2000,10M2,20170901,1027477,27,Manufacturing Support
4805000381,50,1000,1000,20241220,1032588,32,Supply Chain
4805000381,80,4100,3200,20260423,1028699,28,SS Global Procurement
4509000170,70,4100,1100,20200802,1027081,27,Manufacturing Support
4805000383,60,2000,10M1,20230408,1025021,25,Human Resources
4805000384,10,1000,10M1,20260411,1027132,27,Manufacturing Support
4805000384,40,4100,2100,20240925,1030243,30,Digitization
4805000385,70,3000,1100,20220725,1025354,25,Human Resources
4509000171,40,1000,2100,20240227,1012266,12,Information Technology
4805000387,50,1000,1100,20180119,1023576,23,Corporate Affairs
4805000387,80,4100,3200,20231003,1012687,12,Information Technology
4805000388,30,3000,4100,20220726,1014798,14,SS Facility Mgt
4805000389,60,2000,1000,20180825,1017009,17,Technology & Innovation
4509000173,10,2000,1031,20181224,1014451,14,SS Facility Mgt
4805000390,40,4100,10M1,20230925,1015231,15,EHSS
4805000391,70,3000,10M2,20260828,1030342,30,Digitization
4805000392,20,2000,2100,20250915,1030453,30,Digitization
4805000393,50,1000,1033,20250510,1017564,17,Technology & Innovation
4509000175,60,3000,10M1,20250825,1025636,25,Human Resources
4805000394,30,3000,1033,20200925,1028786,28,SS Global Procurement
4805000395,60,2000,1000,20210616,1028897,28,SS Global Procurement
4805000396,10,1000,3200,20241024,1012108,12,Information Technology
4805000396,40,4100,1000,20260808,1017219,17,Technology & Innovation
4509000176,30,4100,1000,20180216,1030821,30,Digitization
4805000398,20,2000,1100,20171005,1025441,25,Human Resources
4805000399,50,1000,4100,20180921,1030552,30,Digitization
4805000399,80,4100,3200,20241028,1027663,27,Manufacturing Support
4805000400,30,3000,1031,20210719,1035774,35,Sales & Marketing
4509000178,80,1000,10M1,20210708,1014106,14,SS Facility Mgt
4805000402,10,1000,3200,20181223,1012096,12,Information Technology
4805000402,40,4100,3200,20261214,1020207,20,Legal
4805000403,70,3000,3200,20260811,1015318,15,EHSS
4805000404,20,2000,10M2,20231006,1012429,12,Information Technology
4509000180,50,2000,1000,20221005,1009291,9,Executive Office
4805000405,80,4100,1000,20260110,1035651,35,Sales & Marketing
4805000406,30,3000,10M1,20230424,1015762,15,EHSS
4805000407,60,2000,1033,20260928,1025873,25,Human Resources
4805000408,10,1000,4100,20230311,1028084,28,SS Global Procurement
4509000181,20,3000,10M1,20200917,1028476,28,SS Global Procurement
4805000409,70,3000,10M2,20200727,1027306,27,Manufacturing Support
4805000410,20,2000,2100,20210923,1023417,23,Corporate Affairs
4805000411,50,1000,1100,20190425,1028528,28,SS Global Procurement
4805000411,80,4100,10M1,20250617,1017639,17,Technology & Innovation
4509000183,70,4100,10M1,20231005,1014661,14,SS Facility Mgt
4805000413,60,2000,1031,20221004,1030861,30,Digitization
4805000414,10,1000,2100,20230403,1015072,15,EHSS
4805000414,40,4100,1100,20170509,1012183,12,Information Technology
4805000415,70,3000,1033,20201028,1014294,14,SS Facility Mgt
4509000185,40,1000,3200,20180103,1009846,9,Executive Office
4805000417,50,1000,1100,20230326,1030516,30,Digitization
4805000417,80,4100,1033,20201125,1025627,25,Human Resources
4805000418,30,3000,2100,20190724,1032738,32,Supply Chain
4805000419,60,2000,1000,20221003,1027849,27,Manufacturing Support
4509000186,10,2000,1000,20250123,1020131,20,Legal
4805000420,40,4100,1031,20170528,1012171,12,Information Technology
4805000421,70,3000,1100,20181104,1020282,20,Legal
4805000422,20,2000,2100,20180218,1028393,28,SS Global Procurement
4805000423,50,1000,1033,20250404,1009504,9,Executive Office
4509000188,60,3000,1100,20240703,1032316,32,Supply Chain
4805000424,30,3000,2100,20191013,1012726,12,Information Technology
4805000425,60,2000,10M2,20180315,1012837,12,Information Technology
4805000426,10,1000,1100,20170527,1030048,30,Digitization
4805000426,40,4100,10M1,20210825,1010159,10,Finance
4509000190,30,4100,1031,20260722,1012501,12,Information Technology
4805000428,20,2000,2100,20171008,1010381,10,Finance
4805000429,50,1000,1031,20220907,1012492,12,Information Technology
4805000429,80,4100,1100,20241011,1023603,23,Corporate Affairs
4805000430,30,3000,3200,20190710,1025714,25,Human Resources
4509000191,80,1000,2100,20190924,1027686,27,Manufacturing Support
4805000432,10,1000,1033,20220403,1012036,12,Information Technology
4805000432,40,4100,1031,20200408,1035147,35,Sales & Marketing
4805000433,70,3000,1100,20200517,1028258,28,SS Global Procurement
4805000434,20,2000,1000,20251120,1020369,20,Legal
4509000193,50,2000,10M2,20260915,1028871,28,SS Global Procurement
4805000435,80,4100,1031,20241005,1014230,23,Corporate Affairs
4805000436,30,3000,10M2,20200625,1015887,12,Information Technology
4805000437,60,2000,1000,20241021,1012813,12,Information Technology
4805000438,10,1000,3200,20240114,1028024,28,SS Global Procurement
4509000195,20,3000,3200,20180813,1014156,14,SS Facility Mgt
4805000439,70,3000,4100,20210225,1023246,23,Corporate Affairs
4805000440,20,2000,1000,20170302,1017357,17,Technology & Innovation
4805000441,50,1000,1000,20251005,1030468,30,Digitization
4805000441,80,4100,1000,20190509,1030579,30,Digitization
4509000196,70,4100,1100,20181213,1035341,35,Sales & Marketing
4805000443,60,2000,1000,20240424,1035801,35,Sales & Marketing
4805000444,10,1000,2100,20221013,1012012,12,Information Technology
4805000444,40,4100,2100,20170712,1020123,20,Legal
4805000445,70,3000,10M2,20220322,1012234,12,Information Technology
4509000198,40,1000,10M1,20200413,1032526,32,Supply Chain
4805000447,50,1000,1033,20250303,1020456,20,Legal
4805000447,80,4100,10M2,20260725,1009567,9,Executive Office
4805000448,30,3000,4100,20181216,1027678,27,Manufacturing Support
4805000449,60,2000,10M1,20220521,1030789,30,Digitization
4509000200,10,2000,10M1,20190520,1009711,9,Executive Office
4805000450,40,4100,3200,20230423,1030111,30,Digitization
4805000451,70,3000,2100,20250605,1014222,14,SS Facility Mgt
4805000452,20,2000,3200,20171207,1009333,9,Executive Office
4805000453,50,1000,1031,20260808,1009444,9,Executive Office
4509000201,60,3000,3200,20250626,1028896,28,SS Global Procurement
4805000454,30,3000,2100,20200321,1012666,12,Information Technology
4805000455,60,2000,,20260220,1025777,25,Human Resources
4805000456,10,1000,2100,20190201,1030888,30,Digitization
4805000456,40,4100,1000,20200724,1009099,9,Executive Office
4509000203,30,4100,1100,20170606,1035181,35,Sales & Marketing
4805000458,20,2000,1031,20261207,1027321,27,Manufacturing Support
4805000459,50,1000,4100,20170412,1028432,28,SS Global Procurement
4805000459,80,4100,4100,20210304,1020543,20,Legal
4805000460,30,3000,1000,20171019,1009654,9,Executive Office
4509000205,80,1000,10M1,20170302,1028366,28,SS Global Procurement
4805000462,10,1000,2100,20190802,1012876,12,Information Technology
4805000462,40,4100,1031,20220102,1028087,28,SS Global Procurement
4805000463,70,3000,10M1,20221116,1012198,12,Information Technology
4805000464,20,2000,1033,20230105,1028309,28,SS Global Procurement
4509000206,50,2000,3200,20171214,1028551,28,SS Global Procurement
4805000465,80,4100,1033,20251215,1020531,20,Legal
4805000466,30,3000,1031,20191212,1035642,35,Sales & Marketing
4805000467,60,2000,10M2,20170601,1023753,23,Corporate Affairs
4805000468,10,1000,2100,20190907,1027864,27,Manufacturing Support
4509000208,20,3000,3200,20250822,1012736,12,Information Technology
4805000469,70,3000,1000,20190524,1010186,10,Finance
4805000470,20,2000,10M1,20180721,1012297,12,Information Technology
4805000471,50,1000,10M1,20211014,1035408,35,Sales & Marketing
4805000471,80,4100,1031,20200119,1028519,28,SS Global Procurement
4509000210,70,4100,10M2,20190416,1028021,28,SS Global Procurement
4805000473,60,2000,1000,20180522,1017741,17,Technology & Innovation
4805000474,10,1000,3200,20240623,1025852,25,Human Resources
4805000474,40,4100,4100,20170513,1017063,17,Technology & Innovation
4805000475,70,3000,2100,20170427,1025174,25,Human Resources
4509000211,40,1000,4100,20230413,1030206,30,Digitization
4805000477,50,1000,10M2,20220305,1028396,28,SS Global Procurement
4805000477,80,4100,1000,20220519,1027507,27,Manufacturing Support
4805000478,30,3000,4100,20210824,1012618,12,Information Technology
4805000479,60,2000,10M1,20191003,1010729,10,Finance
4509000213,10,2000,1100,20190904,1027391,27,Manufacturing Support
4805000480,40,4100,1100,20201028,1014051,14,SS Facility Mgt
4805000481,70,3000,1033,20230508,1035162,35,Sales & Marketing
4805000482,20,2000,3200,20211009,1028273,28,SS Global Procurement
4805000483,50,1000,1031,20250703,1015384,15,EHSS
4509000215,60,3000,2100,20190908,1017576,17,Technology & Innovation
4805000484,30,3000,1000,20190401,1028606,28,SS Global Procurement
4805000485,60,2000,1000,20250420,1025717,25,Human Resources
4805000486,10,1000,1100,20250425,1025828,25,Human Resources
4805000486,40,4100,4100,20230618,1012039,12,Information Technology
4509000216,30,4100,2100,20220315,1017761,17,Technology & Innovation
4805000488,20,2000,1100,20260405,1023261,23,Corporate Affairs
4805000489,50,1000,2100,20200817,1014372,14,SS Facility Mgt
4805000489,80,4100,10M1,20190109,1035483,35,Sales & Marketing
4805000490,30,3000,10M1,20220606,1010594,10,Finance
4509000218,80,1000,3200,20191022,1025046,25,Human Resources
4805000492,10,1000,1100,20241101,1012816,12,Information Technology
4805000492,40,4100,1000,20240919,1023027,23,Corporate Affairs
4805000493,70,3000,4100,20190803,1015138,15,EHSS
4805000494,20,2000,4100,20221209,1010249,10,Finance
4509000220,50,2000,1033,20200415,1030231,30,Digitization
4805000495,80,4100,1031,20190227,1010471,10,Finance
4805000496,30,3000,1000,20230111,1023582,23,Corporate Affairs
4805000497,60,2000,1000,20180512,1027693,27,Manufacturing Support
4805000498,10,1000,1031,20240404,1020601,20,Legal
4509000221,20,3000,2100,20201202,1009416,9,Executive Office
4805000499,70,3000,2100,20200201,1025126,25,Human Resources
4805000500,20,2000,1033,20200828,1027237,27,Manufacturing Support
4805000501,50,1000,10M1,20230723,1015348,15,EHSS
4805000501,80,4100,3200,20240810,1014459,14,SS Facility Mgt
4509000223,70,4100,10M2,20180602,1014601,14,SS Facility Mgt
4805000503,60,2000,10M2,20230411,1012681,12,Information Technology
4805000504,10,1000,10M2,20210527,1014792,14,SS Facility Mgt
4805000504,40,4100,10M1,20230320,1017003,17,Technology & Innovation
4805000505,70,3000,4100,20190605,1023114,23,Corporate Affairs
4509000225,40,1000,1000,20250105,1012786,12,Information Technology
4805000507,50,1000,1100,20231113,1027336,27,Manufacturing Support
4805000507,80,4100,4100,20190721,1027447,27,Manufacturing Support
4805000508,30,3000,10M2,20250214,1025558,25,Human Resources
4805000509,60,2000,10M1,20250314,1017854,10,Finance
4509000226,10,2000,2100,20180304,1012071,12,Information Technology
4805000510,40,4100,3200,20231017,1017891,17,Technology & Innovation
4805000511,70,3000,1100,20200613,1012102,12,Information Technology
4805000512,20,2000,1031,20250224,1014213,14,SS Facility Mgt
4805000513,50,1000,1031,20200224,1030324,30,Digitization
4509000228,60,3000,1033,20250410,1028256,28,SS Global Procurement
4805000514,30,3000,10M1,20190813,1020546,20,Legal
4805000515,60,2000,1033,20180914,1035657,35,Sales & Marketing
4805000516,10,1000,1031,20190827,1032768,32,Supply Chain
4805000516,40,4100,1100,20250108,1027879,27,Manufacturing Support
4509000230,30,4100,3200,20231117,1035441,35,Sales & Marketing
4805000518,20,2000,1031,20210204,1017201,17,Technology & Innovation
4805000519,50,1000,1000,20200326,1010312,10,Finance
4805000519,80,4100,3200,20240805,1012423,12,Information Technology
4805000520,30,3000,1033,20261218,1027534,27,Manufacturing Support
4509000231,80,1000,10M2,20260224,1014626,14,SS Facility Mgt
4805000522,10,1000,1031,20251125,1025756,25,Human Resources
4805000522,40,4100,1000,20251121,1028867,28,SS Global Procurement
4805000523,70,3000,1000,20170907,1027078,27,Manufacturing Support
4805000524,20,2000,1031,20190201,1035189,35,Sales & Marketing
4509000233,50,2000,1000,20260222,1012811,12,Information Technology
4805000525,80,4100,3200,20170526,1014411,14,SS Facility Mgt
4805000526,30,3000,1100,20200320,1027522,27,Manufacturing Support
4805000527,60,2000,10M2,20211219,1030633,30,Digitization
4805000528,10,1000,1033,20200107,1012744,12,Information Technology
4509000235,20,3000,10M1,20220127,1027096,27,Manufacturing Support
4805000529,70,3000,10M1,20190326,1032066,32,Supply Chain
4805000530,20,2000,4100,20171120,1027177,27,Manufacturing Support
4805000531,50,1000,4100,20210515,1025288,25,Human Resources
4805000531,80,4100,1031,20190602,1032399,32,Supply Chain
4509000236,70,4100,3200,20181023,1020281,20,Legal
4805000533,60,2000,10M2,20240601,1023621,23,Corporate Affairs
4805000534,10,1000,4100,20211006,1014732,14,SS Facility Mgt
4805000534,40,4100,1100,20200122,1020843,20,Legal
4805000535,70,3000,1033,20190301,1028054,28,SS Global Procurement
4509000238,40,1000,10M2,20180220,1028466,28,SS Global Procurement
4805000537,50,1000,1031,20210413,1032276,32,Supply Chain
4805000537,80,4100,1000,20230522,1009387,9,Executive Office
4805000538,30,3000,1031,20260718,1027498,27,Manufacturing Support
4805000539,60,2000,2100,20261015,1025609,25,Human Resources
4509000240,10,2000,2100,20260909,1020651,20,Legal
4805000540,40,4100,1100,20250228,1012831,12,Information Technology
